Text,Code
/* script for flickering lights */,"const lights = [];

for (let i = 0; i < 10; i++) {
  const light = new Entity();
  light.addComponent(new Transform({ position: new Vector3(i, 2, 5) }));
  light.addComponent(new PointLight());
  light.getComponent(PointLight).intensity = 0.5;
  lights.push(light);
  engine.addEntity(light);
}

setInterval(() => {
  for (let i = 0; i < lights.length; i++) {
    const light = lights[i];
    const intensity = Math.random();
    light.getComponent(PointLight).intensity = intensity;
  }
}, 500);"
/* script for random maze generation using prim's algorithm */,"const grid = new utils.Grid(20, 20, 1);
const walls = [];
const visited = new Set();

const startCell = { row: 0, col: 0 };
visited.add(startCell);

function addWalls(cell) {
  const { row, col } = cell;

  if (row > 0) walls.push({ a: [row, col, 0], b: [row - 1, col, 0] });
  if (col > 0) walls.push({ a: [row, col, 0], b: [row, col - 1, 0] });
  if (row < grid.rowCount - 1) walls.push({ a: [row, col, 0], b: [row + 1, col, 0] });
  if (col < grid.columnCount - 1) walls.push({ a: [row, col, 0], b: [row, col + 1, 0] });
}

function getNeighbors(cell) {
  const { row, col } = cell;
  const neighbors = [];

  if (row > 0) neighbors.push({ row: row - 1, col: col });
  if (col > 0) neighbors.push({ row: row, col: col - 1 });
  if (row < grid.rowCount - 1) neighbors.push({ row: row + 1, col: col });
  if (col < grid.columnCount - 1) neighbors.push({ row: row, col: col + 1 });

  return neighbors;
}

addWalls(startCell);

while (visited.size < grid.rowCount * grid.columnCount) {
  let minDistance = Number.MAX_SAFE_INTEGER;
  let wallToRemove = null;

  for (const wall of walls) {
    const [rowA, colA, _] = wall.a;
    const [rowB, colB, _] = wall.b;
    const cellA = { row: rowA, col: colA };
    const cellB = { row: rowB, col: colB };

    if (visited.has(cellA) && !visited.has(cellB)) {
      const distance = Math.random();
      if (distance < minDistance) {
        minDistance = distance;
        wallToRemove = wall;
      }
    }
    if (!visited.has(cellA) && visited.has(cellB)) {
      const distance = Math.random();
      if (distance < minDistance) {
        minDistance = distance;
        wallToRemove = wall;
      }
    }
  }

  const { a, b } = wallToRemove;
  walls.splice(walls.indexOf(wallToRemove), 1);
  addWalls(visited.has(a) ? b : a);
  visited.add(visited.has(a) ? b : a);
}

const maze = new Entity();
maze.addComponent(new Transform({ position: new Vector3(5, 0, 5) }));
engine.addEntity(maze);

for (const wall of walls) {
  const entity = new Entity();
  entity.addComponent(new Transform({ position: new Vector3(...wall.a) }));
  entity.addComponent(new BoxShape());
  maze.addChild(entity);
}"
/* script for gravity simulator */,"// A simple gravity simulator script

const objects = [];

for (let i = 0; i < 10; i++) {
  const mass = Math.random() * 10;
  const position = new Vector3(
    Math.random() * 20 - 10,
    Math.random() * 20 - 10,
    Math.random() * 20 - 10
  );
  const velocity = new Vector3(
    Math.random() * 2 - 1,
    Math.random() * 2 - 1,
    Math.random() * 2 - 1
  );
  const force = new Vector3(0, 0, 0);
  const acceleration = new Vector3(0, 0, 0);
  const object = { mass, position, velocity, force, acceleration };
  objects.push(object);

  const entity = new Entity();
  const sphereShape = new SphereShape();
  entity.addComponentOrReplace(sphereShape);
  entity.addComponentOrReplace(new Transform({ position }));
  engine.addEntity(entity);
}

const G = 6.67408e-11;
const dt = 0.01;

function updateObjects() {
  for (let i = 0; i < objects.length; i++) {
    const object1 = objects[i];
    object1.force.setAll(0);
    object1.acceleration.setAll(0);
    for (let j = 0; j < objects.length; j++) {
      if (i !== j) {
        const object2 = objects[j];
        const distance = object2.position.subtract(object1.position);
        const direction = distance.normalize();
        const magnitude = G * object1.mass * object2.mass / distance.lengthSquared();
        const force = direction.scale(magnitude);
        object1.force = object1.force.add(force);
      }
    }
    object1.acceleration = object1.force.scale(1 / object1.mass);
    object1.velocity = object1.velocity.add(object1.acceleration.scale(dt));
    object1.position = object1.position.add(object1.velocity.scale(dt));
    const entity = engine.entities[i];
    entity.getComponent(Transform).position = object1.position;
  }
}

engine.addSystem(new UpdateSystem(updateObjects));"
/* script for weather simulator */,"import { Entity, engine, Vector3, Transform } from 'decentraland-ecs/src'

const weatherEntities: Entity[] = []
const totalParticles = 1000
const areaSize = 20
const particleSize = 0.1
const particleSpeed = 0.2
const particleColor = Color3.FromHexString(""#FFFFFF"")

for (let i = 0; i < totalParticles; i++) {
  // Create an entity for each particle
  const particle = new Entity()
  weatherEntities.push(particle)
  
  // Create a random starting position for the particle within the specified area
  const position = new Vector3(
    Math.random() * areaSize - areaSize / 2,
    Math.random() * areaSize - areaSize / 2,
    Math.random() * areaSize - areaSize / 2
  )

  // Create a Transform component with the particle's starting position and size
  const transform = new Transform({
    position: position,
    scale: new Vector3(particleSize, particleSize, particleSize)
  })

  // Add the Transform component to the particle entity
  particle.addComponent(transform)

  // Add a custom component to store the particle's velocity
  particle.addComponent(new class {
    velocity = new Vector3(Math.random(), Math.random(), Math.random()).normalize().scale(particleSpeed)
  })

  // Add a GLTFShape component to give the particle a visual representation
  particle.addComponent(new GLTFShape(""models/sphere.glb""))

  // Add a Material component to give the particle its color
  particle.addComponent(new Material())
  particle.getComponent(Material).albedoColor = particleColor

  // Add the particle entity to the engine
  engine.addEntity(particle)
}

// Create an update system to animate the particles
class ParticleSystem implements ISystem {
  update(dt: number) {
    for (const particle of weatherEntities) {
      // Get the particle's current position and velocity
      const transform = particle.getComponent(Transform)
      const velocity = particle.getComponent<any>(undefined).velocity

      // Calculate the particle's new position based on its velocity
      transform.position = transform.position.add(velocity.scale(dt))

      // Wrap the particle around the edges of the area if it goes out of bounds
      if (transform.position.x < -areaSize / 2) {
        transform.position.x = areaSize / 2
      } else if (transform.position.x > areaSize / 2) {
        transform.position.x = -areaSize / 2
      }

      if (transform.position.y < -areaSize / 2) {
        transform.position.y = areaSize / 2
      } else if (transform.position.y > areaSize / 2) {
        transform.position.y = -areaSize / 2
      }

      if (transform.position.z < -areaSize / 2) {
        transform.position.z = areaSize / 2
      } else if (transform.position.z > areaSize / 2) {
        transform.position.z = -areaSize / 2
      }
    }
  }
}

// Add the particle system to the engine
engine.addSystem(new ParticleSystem())"
/* script for procedural terrain */,"const terrain = new Entity();
terrain.addComponent(new HeightMap(64, 64, (x, y) => {
  const height = (Math.sin(x * 0.1) + Math.sin(y * 0.1)) * 5;

  return height;
}));
terrain.addComponent(new Transform({ position: new Vector3(0, 0, 0) }));

engine.addEntity(terrain);"
/* script for music machine that plays different note each time you click a button */,"const musicMachine = new Entity()

// Add button
const button = new Entity()
button.addComponent(new BoxShape())
button.addComponent(new Transform({
  position: new Vector3(5, 0, 5)
}))
engine.addEntity(button)

// Add audio sources
const audioSources = []
for (let i = 0; i < 4; i++) {
  const audioSource = new AudioSource(new AudioClip(`./sounds/note${i + 1}.mp3`))
  audioSources.push(audioSource)
}

// Add button behavior
let counter = 0
button.addComponent(new OnClick(() => {
  audioSources[counter].playOnce()
  counter = (counter + 1) % audioSources.length
}))

musicMachine.addComponent(new Transform())
engine.addEntity(musicMachine)"
/* script for animated fish swimming back and forth in loop */,"const fish = new Entity()

// Add fish model
const fishShape = new GLTFShape('./models/fish.glb')
fish.addComponent(fishShape)

// Add fish movement behavior
const duration = 3 // seconds
const distance = 1 // meters
const startPos = new Vector3(10, 0, 10)
const endPos = new Vector3(15, 0, 10)
const fishTransform = new Transform({
  position: startPos
})
fish.addComponent(fishTransform)

const initialTime = +new Date()
const swim = () => {
  const timeDiff = (+new Date() - initialTime) / 1000
  const progress = timeDiff % duration / duration
  fishTransform.position = Vector3.Lerp(startPos, endPos, progress)
  fishTransform.rotation.eulerAngles = new Vector3(0, Math.sin(timeDiff * 2 * Math.PI / duration) * 30, 0)
  requestAnimationFrame(swim)
}
swim()

engine.addEntity(fish)"
/* script for simple trading game */,"const GAME_DURATION = 60 // seconds
const ITEM_COSTS = [10, 20, 30, 40, 50] // costs of each item
const MAX_INVENTORY = 5 // maximum number of items that can be held at once
const MIN_INVENTORY = 0 // minimum number of items that can be held at once

const items = [] // list of items the player is holding
let money = 0 // player's money
let timeRemaining = GAME_DURATION // seconds left in the game

// create items with random starting costs
for (let i = 0; i < ITEM_COSTS.length; i++) {
  items.push({
    cost: ITEM_COSTS[i] + Math.floor(Math.random() * 10)
  })
}

// create UI elements
const uiCanvas = new UICanvas()
const timeText = new UIText(uiCanvas)
timeText.fontSize = 32
timeText.color = Color3.Yellow()
timeText.hAlign = 'right'
timeText.vAlign = 'top'
timeText.positionX = 200
timeText.positionY = 100

const moneyText = new UIText(uiCanvas)
moneyText.fontSize = 32
moneyText.color = Color3.Green()
moneyText.hAlign = 'right'
moneyText.vAlign = 'top'
moneyText.positionX = 200
moneyText.positionY = 50

const itemButtons = []
for (let i = 0; i < ITEM_COSTS.length; i++) {
  const button = new UIButton(uiCanvas, new UIImage('images/button.png'))
  button.width = 150
  button.height = 50
  button.positionX = -100
  button.positionY = 50 - i * 75
  button.onClick = new OnClick(() => {
    if (items.length < MAX_INVENTORY && money >= ITEM_COSTS[i]) {
      money -= ITEM_COSTS[i]
      items.push({
        cost: ITEM_COSTS[i] + Math.floor(Math.random() * 10)
      })
    }
  })

  const text = new UIText(button)
  text.value = `Buy for ${ITEM_COSTS[i]}`
  text.fontSize = 16
  text.color = Color3.Black()
  text.hAlign = 'center'
  text.vAlign = 'center'

  itemButtons.push(button)
}

// create update system to run game logic
const update = (dt: number) => {
  // update time remaining
  timeRemaining -= dt
  timeText.value = `Time: ${Math.ceil(timeRemaining)}s`

  // update money
  money += items.reduce((total, item) => total + item.cost, 0)
  moneyText.value = `Money: ${money}$`

  // update button states
  for (let i = 0; i < ITEM_COSTS.length; i++) {
    itemButtons[i].isPointerBlocker = items.length >= MAX_INVENTORY || money < ITEM_COSTS[i]
  }

  // remove items if inventory is too full
  while (items.length > MAX_INVENTORY) {
    items.shift()
  }

  // end game if time is up
  if (timeRemaining <= 0) {
    engine.removeSystem(update)
    timeText.value = 'Game Over'
    for (const button of itemButtons) {
      button.isPointerBlocker = true
    }
  }
}

engine.addSystem(new utils.UpdateSystem(update))"
/* script of moving forward character */,"const myCharacter = new Entity()
myCharacter.addComponent(new GLTFShape('models/myCharacter.glb'))
myCharacter.addComponent(new Transform({ position: new Vector3(0, 0, 0) }))
engine.addEntity(myCharacter)

// Add a script to move the character forward
class MoveForward {
  update(dt: number) {
    const transform = myCharacter.getComponent(Transform)
    transform.translate(Vector3.Forward().scale(10 * dt))
  }
}
myCharacter.addComponent(new MoveForward())"
/* script for dynamic music player that changes based on player's location */,"const music = new Entity()
music.addComponent(new AudioSource(new AudioClip('sounds/music.mp3')))
music.addComponent(new Transform({ position: new Vector3(0, 0, 0) }))
engine.addEntity(music)

// Add a script to change the music based on player location
class MusicPlayer {
  update(dt: number) {
    const playerTransform = Camera.instance.position
    const distanceToMusic = playerTransform.distance(music.getComponent(Transform).position)
    if (distanceToMusic < 10) {
      music.getComponent(AudioSource).volume = 1 - (distanceToMusic / 10)
    } else {
      music.getComponent(AudioSource).volume = 0
    }
  }
}
music.addComponent(new MusicPlayer())"
/* script for dynamic weather system that changes based on time of day */,"const sun = new Entity()
sun.addComponent(new GLTFShape('models/sun.glb'))
sun.addComponent(new Transform({ position: new Vector3(0, 100, 0) }))
engine.addEntity(sun)

// Add a script to change the sun's position based on time of day
class SunController {
  update(dt: number) {
    const timeOfDay = Time.getTimestamp() % (24 * 60 * 60)
    const sunTransform = sun.getComponent(Transform)
    sunTransform.rotation.eulerAngles = new Vector3((timeOfDay / (24 * 60 * 60)) * 360, 0, 0)
  }
}
sun.addComponent(new SunController())

// Add a script to change the weather based on time of day
class WeatherController {
  update(dt: number) {
    const timeOfDay = Time.getTimestamp() % (24 * 60 * 60)
    const weather = Math.sin((timeOfDay / (24 * 60 * 60)) * (Math.PI * 2))
    if (weather > 0.5) {
      // Rainy weather
      // ...
    } else {
      // Sunny weather
      // ...
    }
  }
}"
